founder	side	K_f	max_jacc_other_founder	nearest_neighbor_founder	n_cactus_only_kmers	n_pg_only_kmers	n_mixed_kmers	frac_cactus_only	frac_pg_only	h_filt2	h_hf	err	accession_name
9629	PG	2251797	2.811715511531548e-05	9698	0	12642	2239155	0.0	0.005614182805998942	0.013062006638076887	0.007314	0.005748006638076887	NA
9632	PG	2272954	2.8724596261097986e-05	10014	0	15485	2257469	0.0	0.006812720363016585	0.0037737691583855275	0.003524	0.00024976915838552773	NA
9634	PG	2198021	2.8787373035690175e-05	6243	0	14780	2183241	0.0	0.006724230569225681	3.0300147366962696e-05	0.004971	-0.004940699852633037	NA
9640	PG	2261944	2.7857563147207063e-05	9699	0	15577	2246367	0.0	0.00688655422061731	0.005549454855376798	0.004721	0.0008284548553767973	NA
9643	PG	2283635	2.7981136201113964e-05	9749	0	17201	2266434	0.0	0.007532289529631486	0.011185078480584372	0.004432	0.006753078480584372	NA
9649	PG	2150364	2.801919975798701e-05	6979	0	11275	2139089	0.0	0.005243298343908287	0.0008525647522130562	0.004467	-0.0036144352477869434	NA
9657	PG	2176506	2.9310846176214017e-05	100002	0	9306	2167200	0.0	0.004275660163583285	0.00044952120568622693	0.003292	-0.002842478794313773	NA
9659	PG	2162499	2.8850666677570855e-05	6979	0	10346	2152153	0.0	0.004784279669031061	0.0009551266059366305	0.00326	-0.0023048733940633694	NA
9697	PG	2147785	2.857396133650542e-05	9637	0	9969	2137816	0.0	0.004641526037289579	0.0005212198110575815	0.003385	-0.0028637801889424184	NA
9698	PG	2158446	2.947884352531594e-05	9507	0	9149	2149297	0.0	0.004238697655628169	0.0020219795719668776	0.005494	-0.003472020428033122	NA
9699	PG	2153497	2.8522313277317925e-05	9594	0	7993	2145504	0.0	0.0037116373972194993	0.0018095363666187471	0.006802	-0.004992463633381253	NA
9713	PG	2150408	2.912207882251747e-05	9741	0	12886	2137522	0.0	0.005992351218931477	0.0020039489317356233	0.006424	-0.004420051068264376	NA
9716	PG	2102156	2.8816723579695737e-05	7316	0	11860	2090296	0.0	0.005641826772132991	0.0008928856116501478	0.002155	-0.001262114388349852	NA
9719	PG	2113027	2.968860163413544e-05	9555	0	10624	2102403	0.0	0.005027858139058327	0.00014609948720180677	0.003669	-0.003522900512798193	NA
9723	PG	2168696	2.884774387928105e-05	159	0	13272	2155424	0.0	0.006119806556566711	0.001141446791729924	0.003329	-0.0021875532082700757	NA
9726	PG	2123466	2.9261587354499683e-05	10014	0	12203	2111263	0.0	0.00574673670310709	0.0005990083646439477	0.004466	-0.0038669916353560527	NA
9736	PG	2129392	3.113733732920859e-05	9985	0	11017	2118375	0.0	0.005173777303568342	0.00010785242147489131	0.005851	-0.0057431475785251086	NA
9737	PG	2273766	2.8034179995713483e-05	7333	0	10666	2263100	0.0	0.00469089607285886	0.004662665216435353	0.003827	0.0008356652164353529	NA
9739	PG	2143998	2.9209019745297348e-05	9526	0	10385	2133613	0.0	0.004843754518427722	3.1205804119435857e-05	0.002692	-0.002660794195880564	NA
9741	PG	2141993	2.9147178794073345e-05	9781	0	10368	2131625	0.0	0.004840351952597417	0.00021636343361524575	0.003168	-0.002951636566384754	NA
9743	PG	2076449	3.0237826553407863e-05	9966	0	10057	2066392	0.0	0.004843364802121314	9.60522482274237e-07	0.004501	-0.004500039477517726	NA
9748	PG	2070494	3.134815258258216e-05	9985	0	9472	2061022	0.0	0.0045747536578227225	2.220857885801244e-06	0.00356	-0.0035577791421141985	NA
9749	PG	2148046	2.8196608584684877e-05	6940	0	13322	2134724	0.0	0.006201915601434979	0.0032652315759372917	0.008255	-0.004989768424062709	NA
9761	PG	2214050	2.926375209060245e-05	9966	0	17130	2196920	0.0	0.007736952643345904	0.0068263480977833555	0.004442	0.0023843480977833557	NA
9766	PG	2270137	2.786426225576138e-05	6040	0	2106	2268031	0.0	0.0009276973151840616	0.004222106740236246	0.005803	-0.0015808932597637538	NA
9769	PG	2252398	2.7802268382365067e-05	9941	0	13547	2238851	0.0	0.0060144787910484734	0.021896858766903525	0.012331	0.009565858766903525	NA
9774	PG	2232003	2.9119823259518994e-05	10013	0	12012	2219991	0.0	0.005381713196622047	0.004190264351588027	0.005892	-0.0017017356484119728	NA
9775	PG	2133878	2.911195837139245e-05	9985	0	7241	2126637	0.0	0.0033933523847192765	6.814070256037111e-06	0.005132	-0.005125185929743963	NA
9779	PG	2251603	2.8806226862872606e-05	9879	0	10535	2241068	0.0	0.004678888773909077	0.006927891608346183	0.005654	0.0012738916083461825	NA
9781	PG	2215331	2.9147178794073345e-05	9741	0	11977	2203354	0.0	0.005406415564987805	0.002213169644139181	0.003868	-0.001654830355860819	NA
9782	PG	2233882	2.8057769375909915e-05	6216	0	16185	2217697	0.0	0.007245234976601271	0.008556216210576239	0.006386	0.0021702162105762387	NA
9784	PG	2258724	2.8109799597531143e-05	9764	0	15046	2243678	0.0	0.006661283096119756	0.015897417655672864	0.009067	0.006830417655672863	NA
9803	PG	2238608	2.796116574350082e-05	9774	0	14755	2223853	0.0	0.0065911495000464575	0.006468276407135161	0.004221	0.002247276407135161	NA
9804	PG	2227932	2.850562001872774e-05	7063	0	8206	2219726	0.0	0.0036832362926696146	0.002075587204858558	0.003324	-0.0012484127951414422	NA
9813	PG	2214824	2.781541779209807e-05	9057	0	18518	2196306	0.0	0.008360935225552911	0.0039073792735357105	0.005405	-0.0014976207264642896	NA
9814	PG	2212868	2.9376169072442798e-05	9743	0	13914	2198954	0.0	0.006287767729480475	0.0020848021772772066	0.004763	-0.0026781978227227933	NA
9820	PG	2203011	2.8839710585022013e-05	10013	0	12980	2190031	0.0	0.005891936082025919	0.0028059998468464757	0.003187	-0.0003810001531535244	NA
9857	PG	2152652	2.9052105874174407e-05	9992	0	10277	2142375	0.0	0.004774111189360844	0.0014628360096771717	0.007527	-0.006064163990322828	NA
9920	PG	2232055	2.8242293776339862e-05	7521	0	16278	2215777	0.0	0.007292831045829964	0.002987787983568846	0.002801	0.00018678798356884605	NA
9921	PG	2225359	2.8974182853308542e-05	9726	0	12787	2212572	0.0	0.005746039178397733	0.0015136387314382373	0.002601	-0.0010873612685617627	NA
9925	PG	2172729	3.0415238190308927e-05	9977	0	5651	2167078	0.0	0.002600876593445386	0.00025439498544946803	0.003573	-0.003318605014550532	NA
9933	PG	2245205	2.9537884637128296e-05	9985	0	22802	2222403	0.0	0.010155865500032292	0.018491814466658617	0.01039	0.008101814466658617	NA
9941	PG	1991978	2.9332179600935696e-05	7287	0	3142	1988836	0.0	0.0015773266572221179	2.7104710909201303e-11	0.003135	-0.0031349999728952894	NA
9944	PG	2089089	3.0294019402522217e-05	9977	0	10847	2078242	0.0	0.00519221536277296	0.0065466821366308384	0.009217	-0.002670317863369161	NA
9965	PG	2145573	2.820444840560253e-05	763	0	12132	2133441	0.0	0.005654433570892251	0.005319976943005781	0.012591	-0.007271023056994219	NA
9966	PG	2057571	3.0237826553407863e-05	9743	0	6448	2051123	0.0	0.0031337922239378373	1.4709516211364523e-05	0.007116	-0.007101290483788636	NA
9977	PG	1674144	3.5400975043998354e-05	9985	0	2292	1671852	0.0	0.0013690578588221802	1.9143833662980874e-25	0.001952	-0.001952	NA
9978	PG	2071079	3.1343517111664566e-05	9985	0	9141	2061938	0.0	0.00441364139175763	2.1367009658073997e-06	0.002246	-0.002243863299034193	NA
9985	PG	1885206	3.5400975043998354e-05	9977	0	6018	1879188	0.0	0.0031922240858558693	9.81516970882643e-14	0.011257	-0.011256999999901847	NA
5772	cactus	2242879	2.837343219898153e-05	9634	9745	0	2233134	0.004344862116948797	0.0	0.005106019989030134	0.005003	0.00010301998903013403	Set-1
9947	cactus	2130269	2.794392739197709e-05	9591	85567	0	2044702	0.040167227706923395	0.0	0.0014665164805576555	0.002684	-0.0012174835194423447	Ped-0
