accA	accB	jaccard_1001g	jaccard_cactus
6915	7186	0.27178052	0.655637
6915	7217	0.28514403	0.654029
6915	7255	0.30554223	0.671286
6915	7288	0.29375917	0.693872
6915	7298	0.28856415	0.702063
6915	7316	0.32696676	0.712726
6915	7323	0.27132192	0.638388
6915	7346	0.28479752	0.663005
6915	7347	0.27587748	0.651931
6915	7372	0.2921135	0.664809
6915	7378	0.29146904	0.709173
6915	7411	0.288865	0.664066
6915	763	0.26363325	0.643636
6915	765	0.26708925	0.64057
6915	766	0.25379804	0.627453
6915	768	0.25825334	0.64148
6915	772	0.25545317	0.645205
6915	8214	0.3013726	0.666281
6915	8230	0.3005155	0.659332
6915	8231	0.2954542	0.653406
6915	8247	0.27859446	0.653745
6915	8249	0.27230474	0.650623
6915	8351	0.27274084	0.644054
6915	8354	0.25369594	0.643312
6915	8387	0.9347292	0.966165
6915	9416	0.2758668	0.647364
6915	9470	0.2773288	0.671095
6915	9506	0.26845664	0.634631
6915	9518	0.23746027	0.597097
6915	9537	0.2724646	0.629307
6915	9542	0.22149576	0.579056
6915	9549	0.22247241	0.571953
6915	9555	0.22333992	0.570592
6915	9557	0.27430552	0.628085
6915	9559	0.27548286	0.649895
6915	9564	0.2624519	0.62279
6915	9565	0.29457825	0.647686
6915	9594	0.27144778	0.628114
6915	9600	0.21813099	0.56191
6915	9606	0.25925052	0.57735
6915	9637	0.25585064	0.643765
6915	9653	0.29139644	0.651541
6915	9758	0.2634473	0.631484
6915	9759	0.2779018	0.645914
6915	9764	0.24709408	0.576723
6915	9837	0.21853662	0.566534
6915	9879	0.21870404	0.562448
6915	9910	0.3015661	0.674316
6915	9940	0.2776312	0.600877
6915	9947	0.21854533	0.601427
6915	9992	0.2851386	0.624175
6929	6932	0.31555244	0.655696
6929	6938	0.42583883	0.682872
6929	6939	0.2817373	0.64053
6929	6945	0.2708925	0.631323
6929	6958	0.28252724	0.643364
6929	6963	0.5941243	0.755209
6929	6979	0.28183472	0.635673
6929	7000	0.28151152	0.634952
6929	7002	0.27447635	0.635104
6929	7003	0.27818725	0.626923
6929	7025	0.31041586	0.637711
6929	7063	0.27128503	0.608733
6929	7092	0.27948862	0.630607
6929	7127	0.31092155	0.647904
6929	7143	0.27165812	0.637226
6929	7164	0.2814837	0.567528
6929	7186	0.34947345	0.666392
6929	7217	0.28303733	0.636329
6929	7255	0.25964049	0.632775
6929	7288	0.29209596	0.641887
6929	7298	0.29039305	0.638579
6929	7316	0.2752966	0.641998
6929	7323	0.44458875	0.703255
6929	7346	0.2799093	0.641469
6929	7347	0.3413754	0.656396
6929	7372	0.2938114	0.643165
6929	7378	0.26869065	0.633594
6929	7411	0.29398486	0.6452
6929	763	0.58301955	0.754429
6929	765	0.5635482	0.731303
6929	766	0.6175099	0.753224
6929	768	0.67184955	0.799073
6929	772	0.6521362	0.773578
6929	8214	0.27426738	0.633636
6929	8230	0.290401	0.628069
6929	8231	0.29119188	0.630118
6929	8247	0.30300164	0.648983
6929	8249	0.32912403	0.651891
6929	8351	0.29310876	0.638173
6929	8354	0.40123856	0.67411
6929	8387	0.25665277	0.643407
6929	9416	0.2951909	0.636214
6929	9470	0.3009216	0.63848
6929	9506	0.27321592	0.617622
6929	9518	0.25088745	0.593155
6929	9537	0.2697479	0.62152
6929	9542	0.24479298	0.571825
6929	9549	0.24252531	0.574706
6929	9555	0.24745604	0.567936
6929	9557	0.2781661	0.611048
6929	9559	0.2736963	0.629625
6929	9564	0.27815393	0.614453
6929	9565	0.27135217	0.622374
6929	9594	0.27139908	0.613244
6929	9600	0.24488923	0.562834
6929	9606	0.29714724	0.580594
6929	9637	0.41282126	0.682542
6929	9653	0.29132912	0.631355
6929	9758	0.4855918	0.713224
6929	9759	0.33136192	0.702202
6929	9764	0.27114716	0.576956
6929	9837	0.24497767	0.570571
6929	9879	0.24709377	0.563178
6929	9910	0.26524347	0.641359
6929	9940	0.31121212	0.591128
6929	9947	0.24926594	0.592981
6929	9992	0.35131603	0.640267
6932	6938	0.31331313	0.645456
6932	6939	0.30351973	0.670074
6932	6945	0.29325187	0.660746
6932	6958	0.30322865	0.688221
6932	6963	0.30279058	0.642948
6932	6979	0.30286962	0.67271
6932	7000	0.28102022	0.653856
6932	7002	0.28816378	0.67583
6932	7003	0.29649696	0.652238
6932	7025	0.29891083	0.643381
6932	7063	0.27184367	0.622194
6932	7092	0.30034682	0.688651
6932	7127	0.32768276	0.6928
6932	7143	0.28484106	0.673907
6932	7164	0.3060049	0.565959
6932	7186	0.31083673	0.686837
6932	7217	0.29116717	0.661459
6932	7255	0.27114102	0.660051
6932	7288	0.31711227	0.662478
6932	7298	0.2901821	0.654891
6932	7316	0.30762526	0.666787
6932	7323	0.3185521	0.655695
6932	7346	0.33843875	0.697107
6932	7347	0.31015545	0.67855
6932	7372	0.29879212	0.686223
6932	7378	0.27925512	0.657212
6932	7411	0.30420932	0.688008
6932	763	0.3157114	0.648327
6932	765	0.31593847	0.637475
6932	766	0.31224954	0.639007
6932	768	0.31743816	0.652531
6932	772	0.31144884	0.644865
6932	8214	0.28745526	0.676669
6932	8230	0.31234848	0.661344
6932	8231	0.34290656	0.673596
6932	8247	0.31153697	0.67024
6932	8249	0.3389342	0.687806
6932	8351	0.30936754	0.667584
6932	8354	0.30722895	0.64352
6932	8387	0.27658948	0.663461
6932	9416	0.30680847	0.679537
6932	9470	0.30986658	0.659833
6932	9506	0.27385637	0.642888
6932	9518	0.25274044	0.599278
6932	9537	0.26843706	0.623555
6932	9542	0.2335146	0.576714
6932	9549	0.24030685	0.576146
6932	9555	0.24776646	0.57525
6932	9557	0.28051865	0.635004
6932	9559	0.27310032	0.648794
6932	9564	0.27664655	0.631159
6932	9565	0.2760183	0.65538
6932	9594	0.26875335	0.621102
6932	9600	0.24195647	0.569852
6932	9606	0.28948689	0.582427
6932	9637	0.29442266	0.639764
6932	9653	0.30764833	0.662536
6932	9758	0.30965647	0.639596
6932	9759	0.30293104	0.648042
6932	9764	0.26074526	0.570635
6932	9837	0.2436627	0.576305
6932	9879	0.24205063	0.56813
6932	9910	0.28650546	0.653929
6932	9940	0.30910683	0.606336
6932	9947	0.24087264	0.599695
6932	9992	0.31473315	0.640462
6938	6939	0.2890879	0.656874
6938	6945	0.2754883	0.646503
6938	6958	0.27780825	0.636116
6938	6963	0.43388885	0.730047
6938	6979	0.29154885	0.639855
6938	7000	0.2863846	0.655176
6938	7002	0.28936645	0.638483
6938	7003	0.27978963	0.641506
6938	7025	0.31535184	0.657399
6938	7063	0.26885122	0.600992
6938	7092	0.28324586	0.632308
6938	7127	0.32845467	0.650133
6938	7143	0.28425443	0.640378
6938	7164	0.2897651	0.55519
6938	7186	0.34173748	0.65912
6938	7217	0.2846442	0.633808
6938	7255	0.25831375	0.62735
6938	7288	0.29570815	0.658884
6938	7298	0.29181936	0.648997
6938	7316	0.2861812	0.65163
6938	7323	0.44529092	0.701742
6938	7346	0.29099572	0.641094
6938	7347	0.36331227	0.667203
6938	7372	0.30639172	0.645908
6938	7378	0.27471697	0.648912
6938	7411	0.28836492	0.643222
6938	763	0.4342628	0.724971
6938	765	0.42239717	0.690376
6938	766	0.43413302	0.699471
6938	768	0.43502685	0.713873
6938	772	0.4641971	0.732866
6938	8214	0.27353185	0.623585
6938	8230	0.30048418	0.627927
6938	8231	0.28722864	0.622192
6938	8247	0.30706272	0.65629
6938	8249	0.36173442	0.661276
6938	8351	0.32585087	0.646286
6938	8354	0.51549804	0.774381
6938	8387	0.25982833	0.647151
6938	9416	0.2974928	0.629628
6938	9470	0.30668217	0.652047
6938	9506	0.27504826	0.619386
6938	9518	0.25727487	0.583811
6938	9537	0.2713623	0.609066
6938	9542	0.25731778	0.571377
6938	9549	0.25472862	0.565641
6938	9555	0.25791073	0.564341
6938	9557	0.282201	0.605455
6938	9559	0.27011782	0.61847
6938	9564	0.2812026	0.612979
6938	9565	0.28183815	0.619991
6938	9594	0.27067125	0.602216
6938	9600	0.26093054	0.562694
6938	9606	0.3109546	0.577396
6938	9637	0.42906374	0.729821
6938	9653	0.29155266	0.622361
6938	9758	0.39783022	0.691341
6938	9759	0.30083054	0.627526
6938	9764	0.2664089	0.557641
6938	9837	0.25678194	0.565572
6938	9879	0.26203755	0.559339
6938	9910	0.27577484	0.630787
6938	9940	0.32141343	0.592446
6938	9947	0.26248416	0.593962
6938	9992	0.35570553	0.63622
6939	6945	0.3003464	0.702012
6939	6958	0.3062071	0.666403
6939	6963	0.2820646	0.65749
6939	6979	0.30105802	0.659188
6939	7000	0.31759796	0.717382
6939	7002	0.31381443	0.666033
6939	7003	0.32495636	0.703898
6939	7025	0.30420038	0.678598
6939	7063	0.2933706	0.62157
6939	7092	0.30531967	0.662657
6939	7127	0.306965	0.660922
6939	7143	0.274126	0.651859
6939	7164	0.30896506	0.562054
6939	7186	0.2896024	0.651101
6939	7217	0.30394566	0.647724
6939	7255	0.31009525	0.652503
6939	7288	0.3099417	0.696715
6939	7298	0.31002074	0.695954
6939	7316	0.30126324	0.696199
6939	7323	0.28474385	0.647942
6939	7346	0.32025483	0.660702
6939	7347	0.30107263	0.653232
6939	7372	0.31883594	0.656767
6939	7378	0.31265634	0.712307
6939	7411	0.30516112	0.656413
6939	763	0.2863457	0.654235
6939	765	0.28982154	0.647607
6939	766	0.2843068	0.635607
6939	768	0.28272372	0.65045
6939	772	0.27799505	0.65076
6939	8214	0.3043891	0.653897
6939	8230	0.28540668	0.641228
6939	8231	0.30386347	0.653776
6939	8247	0.30010045	0.655154
6939	8249	0.30406883	0.654004
6939	8351	0.28807533	0.651788
6939	8354	0.26945174	0.647072
6939	8387	0.31150538	0.695544
6939	9416	0.30322933	0.650606
6939	9470	0.30017975	0.669013
6939	9506	0.29168633	0.627321
6939	9518	0.24659397	0.596169
6939	9537	0.2902618	0.627453
6939	9542	0.23380779	0.575532
6939	9549	0.23702723	0.569612
6939	9555	0.24270114	0.567345
6939	9557	0.27765208	0.620325
6939	9559	0.29571444	0.639214
6939	9564	0.27730313	0.614801
6939	9565	0.29801655	0.633401
6939	9594	0.2750258	0.619032
6939	9600	0.24061377	0.564338
6939	9606	0.28087214	0.572504
6939	9637	0.2795285	0.650669
6939	9653	0.30489275	0.654002
6939	9758	0.2870196	0.64021
6939	9759	0.30874348	0.636707
6939	9764	0.26805416	0.57072
6939	9837	0.23779145	0.565977
6939	9879	0.23687355	0.559282
6939	9910	0.30204415	0.659227
6939	9940	0.33068222	0.588453
6939	9947	0.2349059	0.594369
6939	9992	0.33014953	0.624658
6945	6958	0.31677023	0.667016
6945	6963	0.27064127	0.643004
6945	6979	0.29356933	0.657254
6945	7000	0.3050862	0.699762
6945	7002	0.28441966	0.653729
6945	7003	0.33089787	0.714802
6945	7025	0.3016973	0.677546
6945	7063	0.28079456	0.624305
6945	7092	0.29892483	0.656465
6945	7127	0.28150102	0.641752
6945	7143	0.2809282	0.655699
6945	7164	0.3341425	0.561435
6945	7186	0.2712702	0.64292
6945	7217	0.29870355	0.648838
6945	7255	0.27311262	0.650409
6945	7288	0.28957972	0.688602
6945	7298	0.29877633	0.691007
6945	7316	0.3292444	0.696877
6945	7323	0.2726727	0.629719
6945	7346	0.2829712	0.659013
6945	7347	0.28647003	0.645158
6945	7372	0.30790436	0.664307
6945	7378	0.29465312	0.697451
6945	7411	0.30002442	0.664521
6945	763	0.275021	0.640725
6945	765	0.27398735	0.632087
6945	766	0.27181408	0.624051
6945	768	0.27103055	0.634432
6945	772	0.26983768	0.638627
6945	8214	0.32672447	0.667202
6945	8230	0.3168238	0.65143
6945	8231	0.29587844	0.644422
6945	8247	0.30582008	0.659342
6945	8249	0.28092337	0.642358
6945	8351	0.2966133	0.644729
6945	8354	0.26141873	0.636743
6945	8387	0.32965088	0.712062
6945	9416	0.31186876	0.651139
6945	9470	0.30424383	0.672522
6945	9506	0.2850548	0.632379
6945	9518	0.25456095	0.597197
6945	9537	0.28135046	0.629074
6945	9542	0.23738709	0.57564
6945	9549	0.24362835	0.574012
6945	9555	0.25163648	0.573699
6945	9557	0.27632907	0.62152
6945	9559	0.28881282	0.642671
6945	9564	0.28208697	0.622254
6945	9565	0.30043405	0.641822
6945	9594	0.27021152	0.619852
6945	9600	0.24475026	0.565435
6945	9606	0.27481234	0.573602
6945	9637	0.26312092	0.635679
6945	9653	0.30782554	0.649772
6945	9758	0.27710885	0.628911
6945	9759	0.2914753	0.641226
6945	9764	0.26925585	0.572743
6945	9837	0.24246155	0.570883
6945	9879	0.24327344	0.565794
6945	9910	0.30981585	0.661879
6945	9940	0.29232726	0.593326
6945	9947	0.23848055	0.600284
6945	9992	0.29980698	0.622688
6958	6963	0.28464326	0.638481
6958	6979	0.34165823	0.70175
6958	7000	0.3185027	0.675767
6958	7002	0.29897252	0.676774
6958	7003	0.33334896	0.666911
6958	7025	0.3180386	0.651821
6958	7063	0.2995743	0.643179
6958	7092	0.35355234	0.700256
6958	7127	0.30266395	0.66646
6958	7143	0.30918252	0.678532
6958	7164	0.3022118	0.572072
6958	7186	0.27822992	0.659047
6958	7217	0.33095214	0.677577
6958	7255	0.29167616	0.6667
6958	7288	0.30945534	0.668073
6958	7298	0.3181758	0.668044
6958	7316	0.30744383	0.674609
6958	7323	0.28348482	0.643012
6958	7346	0.28962305	0.671821
6958	7347	0.2922705	0.662522
6958	7372	0.3277112	0.690266
6958	7378	0.31689256	0.676405
6958	7411	0.32539368	0.683992
6958	763	0.2835079	0.635673
6958	765	0.28394955	0.628841
6958	766	0.2820253	0.630562
6958	768	0.2769876	0.639257
6958	772	0.27540573	0.631905
6958	8214	0.33584806	0.686171
6958	8230	0.3188962	0.669816
6958	8231	0.29866427	0.658517
6958	8247	0.31109366	0.675391
6958	8249	0.30625555	0.668442
6958	8351	0.28770122	0.671597
6958	8354	0.2682587	0.629117
6958	8387	0.29972842	0.679619
6958	9416	0.3135771	0.673317
6958	9470	0.30274275	0.660433
6958	9506	0.31078935	0.660476
6958	9518	0.26041687	0.610411
6958	9537	0.30271062	0.648567
6958	9542	0.23935197	0.582286
6958	9549	0.24703474	0.586093
6958	9555	0.24868582	0.579718
6958	9557	0.30384305	0.640863
6958	9559	0.3225425	0.675437
6958	9564	0.28016272	0.628672
6958	9565	0.31916088	0.662126
6958	9594	0.29049957	0.638632
6958	9600	0.24938935	0.577311
6958	9606	0.28234547	0.587339
6958	9637	0.27846128	0.634683
6958	9653	0.34637713	0.677009
6958	9758	0.2792858	0.631572
6958	9759	0.32223818	0.660283
6958	9764	0.27648604	0.579834
6958	9837	0.24839458	0.586651
6958	9879	0.2428783	0.572486
6958	9910	0.3151655	0.672179
6958	9940	0.30402607	0.603843
6958	9947	0.23629758	0.609079
6958	9992	0.3200931	0.637877
6963	6979	0.28203866	0.640623
6963	7000	0.2830941	0.654905
6963	7002	0.27278498	0.631381
6963	7003	0.27667364	0.637863
6963	7025	0.30867374	0.651765
6963	7063	0.27355576	0.605936
6963	7092	0.2872613	0.63501
6963	7127	0.31159776	0.639777
6963	7143	0.28127927	0.640154
6963	7164	0.28859457	0.549331
6963	7186	0.33603805	0.657262
6963	7217	0.28610352	0.634272
6963	7255	0.26192608	0.636615
6963	7288	0.28956938	0.659542
6963	7298	0.27880394	0.639482
6963	7316	0.2695554	0.638993
6963	7323	0.41664064	0.689516
6963	7346	0.28227386	0.636564
6963	7347	0.33630508	0.662755
6963	7372	0.2895456	0.639821
6963	7378	0.26906958	0.646937
6963	7411	0.28401256	0.639209
6963	763	0.57022774	0.812702
6963	765	0.5300958	0.750424
6963	766	0.62619114	0.798077
6963	768	0.62229836	0.8102
6963	772	0.6132267	0.801943
6963	8214	0.27102274	0.620695
6963	8230	0.2917271	0.625233
6963	8231	0.28845584	0.628331
6963	8247	0.29430348	0.641642
6963	8249	0.3344128	0.649859
6963	8351	0.29290015	0.627918
6963	8354	0.41577515	0.736302
6963	8387	0.25788295	0.646326
6963	9416	0.28866267	0.6341
6963	9470	0.29385024	0.648964
6963	9506	0.28106743	0.616029
6963	9518	0.2562321	0.585795
6963	9537	0.2707868	0.604634
6963	9542	0.25196764	0.569543
6963	9549	0.24643408	0.562046
6963	9555	0.25563854	0.564366
6963	9557	0.28033978	0.604618
6963	9559	0.27007073	0.616828
6963	9564	0.28255635	0.610576
6963	9565	0.26891837	0.609104
6963	9594	0.27723432	0.610942
6963	9600	0.25329992	0.560124
6963	9606	0.29428762	0.569583
6963	9637	0.45170435	0.76096
6963	9653	0.2959929	0.62686
6963	9758	0.45211118	0.723279
6963	9759	0.28932443	0.622937
6963	9764	0.2666135	0.558313
6963	9837	0.2496135	0.563961
6963	9879	0.25347304	0.555535
6963	9910	0.26506656	0.624899
6963	9940	0.31263766	0.588148
6963	9947	0.2575278	0.588464
6963	9992	0.34650052	0.628916
6979	7000	0.31052724	0.668985
6979	7002	0.30039263	0.671444
6979	7003	0.34512916	0.670798
6979	7025	0.3273515	0.655738
6979	7063	0.28049573	0.627332
6979	7092	0.3090062	0.676192
6979	7127	0.2949025	0.656685
6979	7143	0.28231946	0.665183
6979	7164	0.30110565	0.564894
6979	7186	0.30417445	0.673072
6979	7217	0.30589554	0.665517
6979	7255	0.2775006	0.668185
6979	7288	0.31154627	0.670848
6979	7298	0.32804102	0.662591
6979	7316	0.30042282	0.667047
6979	7323	0.2940048	0.642772
6979	7346	0.31618917	0.679229
6979	7347	0.3136056	0.683799
6979	7372	0.3573981	0.699402
6979	7378	0.3363115	0.678867
6979	7411	0.36095592	0.710755
6979	763	0.28643456	0.640877
6979	765	0.28502578	0.627869
6979	766	0.28213805	0.632179
6979	768	0.28576046	0.645457
6979	772	0.2867538	0.636932
6979	8214	0.31724367	0.669608
6979	8230	0.29396167	0.649863
6979	8231	0.30526316	0.669013
6979	8247	0.2965547	0.667979
6979	8249	0.30654162	0.664669
6979	8351	0.28716528	0.660364
6979	8354	0.2851093	0.640826
6979	8387	0.2841267	0.672308
6979	9416	0.3066504	0.671639
6979	9470	0.29897287	0.657261
6979	9506	0.29869002	0.65401
6979	9518	0.24331875	0.59587
6979	9537	0.28617722	0.635971
6979	9542	0.23556107	0.578688
6979	9549	0.23643033	0.57515
6979	9555	0.2420966	0.57145
6979	9557	0.28572384	0.629502
6979	9559	0.32004997	0.671213
6979	9564	0.276469	0.632323
6979	9565	0.30822605	0.655759
6979	9594	0.28125417	0.638894
6979	9600	0.24153407	0.57026
6979	9606	0.2723636	0.576632
6979	9637	0.28317285	0.639554
6979	9653	0.31441706	0.655569
6979	9758	0.2808576	0.634548
6979	9759	0.3028303	0.64274
6979	9764	0.2729097	0.572527
6979	9837	0.24191536	0.575548
6979	9879	0.2407628	0.568201
6979	9910	0.32101375	0.67207
6979	9940	0.30692795	0.596658
6979	9947	0.23729405	0.603217
6979	9992	0.31762114	0.633022
7000	7002	0.31844288	0.665202
7000	7003	0.33530048	0.705872
7000	7025	0.31514975	0.689823
7000	7063	0.27940413	0.622328
7000	7092	0.3259376	0.676972
7000	7127	0.29764614	0.646235
7000	7143	0.28235286	0.656655
7000	7164	0.33	0.561985
7000	7186	0.2925779	0.656344
7000	7217	0.31316778	0.663308
7000	7255	0.2915025	0.661656
7000	7288	0.33764896	0.734536
7000	7298	0.31698132	0.69298
7000	7316	0.32315174	0.688047
7000	7323	0.28499532	0.633623
7000	7346	0.2971051	0.662279
7000	7347	0.30133015	0.65971
7000	7372	0.3192173	0.666649
7000	7378	0.30581936	0.696004
7000	7411	0.31830367	0.674613
7000	763	0.28104222	0.647379
7000	765	0.28224385	0.641915
7000	766	0.277909	0.630433
7000	768	0.28030705	0.643532
7000	772	0.28161383	0.649158
7000	8214	0.31266657	0.661144
7000	8230	0.3005614	0.642073
7000	8231	0.31932685	0.656318
7000	8247	0.31114992	0.658819
7000	8249	0.2935742	0.648981
7000	8351	0.28690132	0.643916
7000	8354	0.28386906	0.656427
7000	8387	0.28876382	0.688253
7000	9416	0.31949893	0.657008
7000	9470	0.3236989	0.708568
7000	9506	0.27597564	0.632319
7000	9518	0.25100976	0.596146
7000	9537	0.28038996	0.624829
7000	9542	0.2302079	0.571437
7000	9549	0.23053645	0.567307
7000	9555	0.23412073	0.563318
7000	9557	0.2751361	0.617829
7000	9559	0.29947108	0.645316
7000	9564	0.2643222	0.618566
7000	9565	0.30091494	0.64372
7000	9594	0.26277503	0.617372
7000	9600	0.23237239	0.560069
7000	9606	0.27211726	0.570343
7000	9637	0.27574408	0.648645
7000	9653	0.29786146	0.64609
7000	9758	0.28125203	0.635478
7000	9759	0.29782718	0.644965
7000	9764	0.26830357	0.570793
7000	9837	0.23246622	0.566242
7000	9879	0.23268417	0.559293
7000	9910	0.3026838	0.659402
7000	9940	0.2913336	0.588777
7000	9947	0.22832346	0.592263
7000	9992	0.3038544	0.623918
7002	7003	0.30220398	0.664634
7002	7025	0.30121598	0.650563
7002	7063	0.27668217	0.628246
7002	7092	0.29907548	0.681278
7002	7127	0.2695277	0.661711
7002	7143	0.3044806	0.676634
7002	7164	0.31215116	0.564199
7002	7186	0.2807292	0.67087
7002	7217	0.30028775	0.658592
7002	7255	0.29292205	0.664045
7002	7288	0.29453704	0.652572
7002	7298	0.3000934	0.666872
7002	7316	0.32003853	0.678535
7002	7323	0.27983287	0.638015
7002	7346	0.2973031	0.681513
7002	7347	0.2979564	0.672332
7002	7372	0.30095363	0.680671
7002	7378	0.28822976	0.667514
7002	7411	0.29008645	0.677705
7002	763	0.27595934	0.630995
7002	765	0.2740507	0.622598
7002	766	0.27320004	0.62384
7002	768	0.27821305	0.634208
7002	772	0.27188993	0.626521
7002	8214	0.29730284	0.675356
7002	8230	0.29351664	0.654983
7002	8231	0.29514986	0.662229
7002	8247	0.33057418	0.681565
7002	8249	0.30309653	0.674156
7002	8351	0.29782757	0.661226
7002	8354	0.27294406	0.629313
7002	8387	0.30377656	0.68365
7002	9416	0.3370898	0.690113
7002	9470	0.28949073	0.643591
7002	9506	0.27788928	0.642614
7002	9518	0.25908366	0.60291
7002	9537	0.2697551	0.627978
7002	9542	0.24747472	0.585533
7002	9549	0.24650334	0.577239
7002	9555	0.24344909	0.574771
7002	9557	0.28351402	0.631253
7002	9559	0.3002716	0.673255
7002	9564	0.29086718	0.635958
7002	9565	0.2884387	0.662438
7002	9594	0.28231016	0.629129
7002	9600	0.24071832	0.572425
7002	9606	0.27377233	0.585173
7002	9637	0.26385844	0.627166
7002	9653	0.29195166	0.65111
7002	9758	0.271266	0.623224
7002	9759	0.2909118	0.644846
7002	9764	0.26693115	0.580429
7002	9837	0.24269183	0.575774
7002	9879	0.24580926	0.57154
7002	9910	0.30235726	0.665554
7002	9940	0.2932942	0.606037
7002	9947	0.24104087	0.608438
7002	9992	0.2932417	0.628011
7003	7025	0.3296011	0.686462
7003	7063	0.29635465	0.625156
7003	7092	0.322061	0.659824
7003	7127	0.3094918	0.648944
7003	7143	0.2805285	0.648317
7003	7164	0.31012633	0.561615
7003	7186	0.28923383	0.642886
7003	7217	0.31404558	0.648329
7003	7255	0.3172107	0.667431
7003	7288	0.3233957	0.694526
7003	7298	0.3388288	0.7069
7003	7316	0.31952095	0.686718
7003	7323	0.2911268	0.632888
7003	7346	0.298395	0.653919
7003	7347	0.2910916	0.644077
7003	7372	0.3258554	0.66475
7003	7378	0.36619022	0.739443
7003	7411	0.35181618	0.678181
7003	763	0.2722931	0.632448
7003	765	0.2807732	0.630154
7003	766	0.27309093	0.620019
7003	768	0.27223352	0.628887
7003	772	0.274439	0.634433
7003	8214	0.31189662	0.653826
7003	8230	0.3019929	0.640327
7003	8231	0.3029478	0.647426
7003	8247	0.29290366	0.648258
7003	8249	0.30159175	0.647964
7003	8351	0.28587538	0.632886
7003	8354	0.27652773	0.638559
7003	8387	0.32163477	0.708214
7003	9416	0.29345277	0.641493
7003	9470	0.30902213	0.667192
7003	9506	0.30095258	0.631307
7003	9518	0.25102007	0.588213
7003	9537	0.30223483	0.631329
7003	9542	0.2359697	0.571072
7003	9549	0.23507737	0.563826
7003	9555	0.2382201	0.563244
7003	9557	0.27688706	0.616309
7003	9559	0.327573	0.654569
7003	9564	0.2745324	0.613624
7003	9565	0.30216974	0.643555
7003	9594	0.2824106	0.621078
7003	9600	0.23395918	0.559498
7003	9606	0.28006655	0.576758
7003	9637	0.27749062	0.639464
7003	9653	0.3345297	0.654762
7003	9758	0.27275524	0.620595
7003	9759	0.32290867	0.65193
7003	9764	0.27254778	0.576322
7003	9837	0.23892912	0.561927
7003	9879	0.24239612	0.563423
7003	9910	0.3315169	0.66858
7003	9940	0.29941922	0.590893
7003	9947	0.23472936	0.599665
7003	9992	0.31581718	0.622148
7025	7063	0.28062978	0.605693
7025	7092	0.3054607	0.64494
7025	7127	0.32342875	0.655342
7025	7143	0.28125706	0.643648
7025	7164	0.30771536	0.56315
7025	7186	0.30920267	0.652146
7025	7217	0.29992723	0.644578
7025	7255	0.28391895	0.643077
7025	7288	0.31538117	0.688022
7025	7298	0.33691177	0.690125
7025	7316	0.29822627	0.66701
7025	7323	0.311764	0.638006
7025	7346	0.30842596	0.649401
7025	7347	0.3149532	0.649809
7025	7372	0.3325942	0.659899
7025	7378	0.31729713	0.688987
7025	7411	0.29864073	0.647596
7025	763	0.30781987	0.649351
7025	765	0.32327273	0.65987
7025	766	0.31425178	0.645456
7025	768	0.30388045	0.641997
7025	772	0.30567083	0.649196
7025	8214	0.3004624	0.641019
7025	8230	0.3007226	0.636292
7025	8231	0.30428696	0.634898
7025	8247	0.30645418	0.642921
7025	8249	0.31553647	0.643357
7025	8351	0.27444565	0.620558
7025	8354	0.3056351	0.652188
7025	8387	0.28150883	0.669439
7025	9416	0.30026868	0.63597
7025	9470	0.3218621	0.673132
7025	9506	0.29353356	0.632696
7025	9518	0.24953502	0.583795
7025	9537	0.2929555	0.623826
7025	9542	0.24493349	0.570068
7025	9549	0.2443034	0.56903
7025	9555	0.24723722	0.566225
7025	9557	0.2819387	0.606993
7025	9559	0.30549118	0.634788
7025	9564	0.26421174	0.604984
7025	9565	0.30002463	0.629788
7025	9594	0.27653584	0.606901
7025	9600	0.24546579	0.557891
7025	9606	0.28381562	0.574891
7025	9637	0.30078655	0.648456
7025	9653	0.3231457	0.642671
7025	9758	0.30724457	0.639265
7025	9759	0.31963184	0.639785
7025	9764	0.27649644	0.568402
7025	9837	0.24731436	0.567822
7025	9879	0.24519482	0.55885
7025	9910	0.3060934	0.652985
7025	9940	0.308936	0.592508
7025	9947	0.24940008	0.596295
7025	9992	0.3307831	0.63092
7063	7092	0.30776542	0.637132
7063	7127	0.27380052	0.608324
7063	7143	0.27946946	0.624092
7063	7164	0.2702564	0.562566
7063	7186	0.26961386	0.616355
7063	7217	0.30685097	0.634267
7063	7255	0.26139727	0.61966
7063	7288	0.26538095	0.615116
7063	7298	0.28654775	0.621026
7063	7316	0.28548113	0.629523
7063	7323	0.28663155	0.617215
7063	7346	0.27192873	0.6264
7063	7347	0.2737128	0.610674
7063	7372	0.2870995	0.630762
7063	7378	0.280673	0.624489
7063	7411	0.28315285	0.624888
7063	763	0.27333343	0.603648
7063	765	0.27989373	0.596358
7063	766	0.2759626	0.59928
7063	768	0.27339563	0.606648
7063	772	0.27419418	0.601657
7063	8214	0.30078718	0.625812
7063	8230	0.296158	0.617962
7063	8231	0.2872299	0.61299
7063	8247	0.28262717	0.627152
7063	8249	0.28341973	0.62276
7063	8351	0.28797868	0.6236
7063	8354	0.2576828	0.595192
7063	8387	0.27108315	0.636821
7063	9416	0.29071596	0.620775
7063	9470	0.28839946	0.620085
7063	9506	0.36039767	0.65025
7063	9518	0.30852738	0.6039
7063	9537	0.3161381	0.626459
7063	9542	0.3146197	0.605288
7063	9549	0.3267127	0.602169
7063	9555	0.33073702	0.610151
7063	9557	0.29368016	0.604164
